1 | Tackle | normal | physical | 35 | 50 | 100
1555 | Psyshock | psychic | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1556 | Parabolic Charge | electric | special | 20 | 50 | 100 | -- % | 0 | No | No | No
1557 | Earth Power | ground | special | 10 | 90 | 100 | 10 % | 0 | No | No | No
1558 | Psycho Boost | psychic | special | 5 | 140 | 90 | 100 % | 0 | No | No | No
1559 | Aurora Beam | ice | special | 20 | 65 | 100 | 10 % | 0 | No | No | No
1560 | Psycho Shift | psychic | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1561 | Mirror Coat | psychic | special | 20 | 1 | 100 | -- % | -5 | No | No | No
1562 | Gust | flying | special | 35 | 40 | 100 | -- % | 0 | No | No | No
1563 | Fairy Wind | fairy | special | 30 | 40 | 100 | -- % | 0 | No | No | No
1564 | Stored Power | psychic | special | 10 | 20 | 100 | -- % | 0 | No | No | No
1565 | Sheer Cold | ice | special | 5 | 1 | 30 | -- % | 0 | No | No | No
1566 | Gravity | psychic | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1567 | Ice Beam | ice | special | 10 | 90 | 100 | 10 % | 0 | No | No | No
1568 | Magical Leaf | grass | special | 20 | 60 | 0 | -- % | 0 | No | No | No
1569 | Grass Pledge | grass | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1570 | Magic Room | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1571 | Flash Cannon | steel | special | 10 | 80 | 100 | 10 % | 0 | No | No | No
1572 | Hyperspace Hole | psychic | special | 5 | 80 | 0 | -- % | 0 | No | No | No
1573 | Seed Flare | grass | special | 5 | 120 | 85 | 40 % | 0 | No | No | No
1574 | Dream Eater | psychic | special | 15 | 100 | 100 | -- % | 0 | No | No | No
1575 | Icy Wind | ice | special | 15 | 55 | 95 | 100 % | 0 | No | No | No
1576 | Mist Ball | psychic | special | 5 | 70 | 100 | 50 % | 0 | No | No | No
1577 | Dragon Pulse | dragon | special | 10 | 85 | 100 | -- % | 0 | No | No | No
1578 | Trick | psychic | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1579 | Powder Snow | ice | special | 25 | 40 | 100 | 10 % | 0 | No | No | No
1580 | Draco Meteor | dragon | special | 5 | 130 | 90 | 100 % | 0 | No | No | No
1581 | Glaciate | ice | special | 10 | 65 | 95 | 100 % | 0 | No | No | No
1582 | Signal Beam | bug | special | 15 | 75 | 100 | 10 % | 0 | No | No | No
1583 | Freeze-Dry | ice | special | 20 | 70 | 100 | <a href="/attackdex-xy/normal.shtml"><img src="/games/type/normal2.gif" border="0" /></a> | <a href="/attackdex-xy/water.shtml"><img src="/games/type/water2.gif" border="0" /></a> | <a href="/attackdex-xy/poison.shtml"><img src="/games/type/poison2.gif" border="0" /></a> | <a href="/attackdex-xy/ground.shtml"><img src="/games/type/ground2.gif" border="0" /></a> | <a href="/attackdex-xy/flying.shtml"><img src="/games/type/flying2.gif" border="0" /></a>
1584 | Bug Buzz | bug | special | 10 | 90 | 100 | 10 % | 0 | No | Yes | No
1585 | Psybeam | psychic | special | 20 | 65 | 100 | 10 % | 0 | No | No | No
1586 | Leaf Storm | grass | special | 5 | 130 | 90 | 100 % | 0 | No | No | No
1587 | Frost Breath | ice | special | 10 | 60 | 90 | 100 % | 0 | No | No | No
1588 | Spacial Rend | dragon | special | 5 | 100 | 95 | -- % | 0 | No | No | No
1589 | Silver Wind | bug | special | 5 | 60 | 100 | 10 % | 0 | No | No | No
1590 | Petal Dance | grass | special | 10 | 120 | 100 | -- % | 0 | Yes | No | No
